528710000000000000, Auto correct and the paper clip would get along real well.
530199000000000000,"This man saw ""Frozen"" and is in awe"
530200000000000000,"""Imma have to watch it again when I'm by myself.."" *gives me a dirty look"
531345000000000000,when you copped the new #ALEXANDERWANGxHM but also might have to die for your district 
533368000000000000,Bow Wow tried to go by Shad and the gods cursed 106th n Park forever to humble him.
533788000000000000,This reminds me too much of the Flex/ MJ movie lord
533789000000000000,SO AALIYAH SOUNDS LIKE HILARY DUFF ON AUTO TUNE???? IM OUT
533794000000000000,"The song playing came out a year ago, no???"
533795000000000000,Wrong time to promo Whitney's movie. I think that may actually be watchable.
533798000000000000,Good article about R. Kelly's pedophile habits with 20+ girls � 
533799000000000000,He can write a damn song but he makes my skin crawl.
533800000000000000,"""Lifetime be like ""Just casted for the Chris Brown biopic"" "
533804000000000000, Just posted a photo 
534928000000000000,please fix the Healthcare website. Thanks
535807000000000000,I really have an issue with this whole pray demons away shit when it comes to black ppl and mental health
535811000000000000,Emergency blk ppl meeting this weekend re: Hillman College shirts
537067000000000000, Making everyone wait until 8 pm then continue to be 15 minutes late for your 20 minute statement is even more passive aggres…
537069000000000000,": ""To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time."" -James Baldwin ht…"
537072000000000000," Can u imagine ur child being killed &amp; the attorney hired 2 prosecute ur child's killer, got up &amp; explained why your child"
537074000000000000, or blatant racism and privilege.
537087000000000000,The new racism is the denial of racism.
537088000000000000," Mike Brown's life &gt; Police car  Some violence breaks out in Ferguson, with at least one police car destroyed. "
537092000000000000," Lip Herpes?Newly released photos of Officer Darren Wilson's injuries, presented to the grand jury "
537265000000000000,WHEW. considering unplugging until I have some ham and dressing on a plate.  Social media is 
537266000000000000, I reported that idiot as spam last noght. I can't see his tweets.
537267000000000000,"And then they threw tear gas at us and was--

 You-- you know you could've used your teeth to bite their dic…"
537270000000000000,THIS. #FergusonDecision 
539708000000000000,Hug her like this. 
542072000000000000, I'm here for you during this trying time in your life.
542073000000000000,l bangs always bring on a difficult eyebrow time period 😂
542877000000000000,"""Is that Lil' Trina???"""
544666000000000000, My allergies
544675000000000000,What. Is. This?
544678000000000000,No one takes care of their children full-time anymore?
544679000000000000,So many accessories..
